CASEID;AGE1979;SAMPLE_SEX;SAMPLE_RACE;AFQT;ASVAB;HIGHESTGRADE;HEALTHLIMIT;INCOME;INDUSTRY;NUMJOBS;URBAN_RURAL;REGION;MARSTAT_COL;YR_ENT_LF;YR_EMP;YR_UNEMP;YR_OUT;AGE_ENT;UNEMP
171.0;17.0;Male;Non-Black, Non-Hispanic;82207.0;20.0;College;No;36000.0;Entertainment and Recreation Services;2.0;Urban;West;Married, together;1981.0;16.0;0.0;1.0;19.0;0.0
177.0;18.0;Male;Non-Black, Non-Hispanic;51881.0;39.0;High school;No;46000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1979.0;14.0;0.0;2.0;18.0;0.0
178.0;20.0;Male;Non-Black, Non-Hispanic;77068.0;63.0;College;No;0.0;Wholesale and Retail Trade;2.0;Rural;Northeast;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
187.0;14.0;Male;Non-Black, Non-Hispanic;58788.0;29.0;College;No;38000.0;Manufacturing;2.0;Urban;Northeast;Never married;1983.0;12.0;0.0;0.0;18.0;0.0
189.0;21.0;Male;Non-Black, Non-Hispanic;59286.0;47.0;College;No;17000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;21.0;0.0
191.0;15.0;Male;Non-Black, Non-Hispanic;89270.0;54.0;College;No;42700.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1983.0;10.0;4.0;1.0;19.0;1.0
193.0;21.0;Male;Non-Black, Non-Hispanic;45527.0;59.0;College;No;38000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
195.0;19.0;Male;Non-Black, Non-Hispanic;87917.0;62.0;College;No;74283.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1983.0;15.0;0.0;0.0;23.0;0.0
198.0;15.0;Male;Non-Black, Non-Hispanic;64239.0;58.0;College;No;50000.0;Business and Repair Services;2.0;Urban;West;Married, together;1980.0;17.0;0.0;0.0;16.0;0.0
199.0;20.0;Male;Non-Black, Non-Hispanic;19225.0;53.0;High school;No;37000.0;Wholesale and Retail Trade;3.0;Urban;Northeast;Never married;1981.0;16.0;0.0;0.0;22.0;0.0
201.0;21.0;Male;Non-Black, Non-Hispanic;86603.0;62.0;College;No;40000.0;Finance, Insurance, and Real Estate;2.0;Urban;Northeast;Married, together;1979.0;17.0;2.0;0.0;21.0;1.0
207.0;16.0;Male;Non-Black, Non-Hispanic;25802.0;26.0;Less than high school;No;1200.0;Wholesale and Retail Trade;1.0;Urban;Northeast;Married, together;1981.0;14.0;2.0;1.0;18.0;1.0
209.0;18.0;Male;Non-Black, Non-Hispanic;49080.0;42.0;Less than high school;No;4000.0;Wholesale and Retail Trade;1.0;Urban;Northeast;Never married;1979.0;16.0;2.0;0.0;18.0;1.0
212.0;18.0;Male;Non-Black, Non-Hispanic;57814.0;43.0;High school;No;49000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1980.0;18.0;0.0;0.0;19.0;0.0
213.0;16.0;Male;Non-Black, Non-Hispanic;99460.0;54.0;College;No;43000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;15.0;0.0;4.0;16.0;0.0
214.0;14.0;Male;Non-Black, Non-Hispanic;79883.0;38.0;College;No;65000.0;Manufacturing;2.0;Urban;Northeast;Never married;1981.0;16.0;1.0;0.0;16.0;1.0
218.0;21.0;Male;Non-Black, Non-Hispanic;81447.0;56.0;College;No;57124.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
222.0;17.0;Male;Black;787.0;4.0;Less than high school;No;15000.0;Wholesale and Retail Trade;3.0;Urban;Northeast;Never married;1987.0;5.0;4.0;2.0;25.0;1.0
223.0;16.0;Male;Black;9190.0;24.0;Less than high school;No;26000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;17.0;0.0;0.0;18.0;0.0
225.0;18.0;Male;Hispanic;2604.0;14.0;Less than high school;No;14500.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1979.0;15.0;0.0;1.0;18.0;0.0
230.0;14.0;Male;Non-Black, Non-Hispanic;34084.0;41.0;College;No;21500.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1985.0;13.0;0.0;0.0;20.0;0.0
232.0;17.0;Male;Non-Black, Non-Hispanic;55780.0;45.0;College;No;24000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Rural;Northeast;Never married;1979.0;17.0;0.0;2.0;17.0;0.0
233.0;14.0;Male;Non-Black, Non-Hispanic;31472.0;43.0;High school;No;23000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;17.0;1.0;1.0;14.0;1.0
234.0;17.0;Male;Non-Black, Non-Hispanic;35461.0;38.0;High school;No;15000.0;Manufacturing;1.0;Urban;Northeast;Married, together;1980.0;8.0;6.0;2.0;18.0;1.0
235.0;15.0;Male;Non-Black, Non-Hispanic;61313.0;50.0;College;No;45000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1980.0;18.0;0.0;0.0;16.0;0.0
243.0;20.0;Male;Non-Black, Non-Hispanic;62957.0;50.0;High school;No;32000.0;Public Administration;3.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
247.0;20.0;Male;Non-Black, Non-Hispanic;52544.0;29.0;College;No;31000.0;Wholesale and Retail Trade;3.0;Urban;South;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
253.0;14.0;Male;Non-Black, Non-Hispanic;34745.0;32.0;Less than high school;No;0.0;Manufacturing;2.0;Urban;Northeast;Never married;1988.0;10.0;0.0;0.0;23.0;0.0
259.0;20.0;Male;Non-Black, Non-Hispanic;56348.0;44.0;High school;No;24600.0;Manufacturing;2.0;Urban;Northeast;Other;1979.0;18.0;1.0;0.0;20.0;1.0
260.0;18.0;Male;Non-Black, Non-Hispanic;83227.0;56.0;College;No;34000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
263.0;17.0;Male;Non-Black, Non-Hispanic;49339.0;48.0;High school;No;25500.0;Business and Repair Services;2.0;Urban;Northeast;Married, together;1980.0;12.0;1.0;0.0;18.0;1.0
268.0;20.0;Male;Non-Black, Non-Hispanic;49643.0;43.0;High school;No;9000.0;Construction;2.0;Urban;Northeast;Married, together;1981.0;12.0;4.0;1.0;22.0;1.0
273.0;19.0;Male;Non-Black, Non-Hispanic;64372.0;58.0;College;No;30000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1983.0;15.0;0.0;0.0;23.0;0.0
277.0;19.0;Male;Non-Black, Non-Hispanic;32567.0;61.0;High school;No;10000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;18.0;1.0;0.0;19.0;1.0
279.0;16.0;Male;Non-Black, Non-Hispanic;59272.0;39.0;High school;No;35000.0;Transportation, Communication, Public Utilities;2.0;Urban;South;Never married;1984.0;14.0;0.0;0.0;21.0;0.0
281.0;17.0;Male;Non-Black, Non-Hispanic;72769.0;48.0;College;No;48000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;17.0;0.0
283.0;20.0;Male;Hispanic;15136.0;34.0;Less than high school;No;28795.0;Manufacturing;2.0;Urban;Northeast;Never married;1984.0;14.0;0.0;0.0;25.0;0.0
284.0;19.0;Male;Hispanic;44708.0;40.0;High school;No;28000.0;Wholesale and Retail Trade;2.0;Rural;Northeast;Never married;1979.0;17.0;0.0;2.0;19.0;0.0
291.0;20.0;Male;Black;42445.0;33.0;High school;Yes;200.0;Manufacturing;1.0;Urban;Northeast;Never married;1989.0;4.0;4.0;1.0;30.0;1.0
299.0;16.0;Male;Hispanic;12439.0;27.0;Less than high school;No;0.0;Manufacturing;1.0;Urban;Northeast;Never married;1984.0;7.0;5.0;1.0;21.0;1.0
302.0;19.0;Male;Hispanic;5281.0;9.0;High school;No;18000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1982.0;13.0;1.0;2.0;22.0;1.0
303.0;15.0;Male;Hispanic;7399.0;20.0;High school;No;20000.0;Public Administration;2.0;Urban;Northeast;Married, together;1988.0;10.0;0.0;0.0;24.0;0.0
304.0;14.0;Male;Hispanic;11630.0;20.0;Less than high school;No;0.0;Agriculture, Forestry, Fishing, and Hunting;0.0;Urban;Northeast;Never married;1998.0;2.0;0.0;0.0;33.0;0.0
308.0;17.0;Male;Non-Black, Non-Hispanic;10489.0;34.0;High school;No;20000.0;Business and Repair Services;2.0;Urban;South;Never married;1979.0;16.0;0.0;2.0;17.0;0.0
309.0;20.0;Male;Non-Black, Non-Hispanic;27779.0;37.0;High school;No;62836.0;Business and Repair Services;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;0.0;20.0;0.0
310.0;18.0;Male;Non-Black, Non-Hispanic;18491.0;32.0;High school;No;30000.0;Business and Repair Services;2.0;Urban;Northeast;Other;1979.0;18.0;1.0;0.0;18.0;1.0
311.0;14.0;Male;Non-Black, Non-Hispanic;24685.0;10.0;High school;No;30000.0;Construction;2.0;Urban;Northeast;Other;1983.0;15.0;0.0;0.0;18.0;0.0
315.0;14.0;Male;Non-Black, Non-Hispanic;4138.0;6.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Never married;1980.0;11.0;3.0;4.0;15.0;1.0
316.0;15.0;Male;Non-Black, Non-Hispanic;18097.0;36.0;High school;Yes;18000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1985.0;12.0;0.0;1.0;21.0;0.0
317.0;19.0;Male;Non-Black, Non-Hispanic;78739.0;52.0;College;No;21540.0;Manufacturing;2.0;Rural;Northeast;Married, together;1982.0;16.0;0.0;0.0;22.0;0.0
318.0;15.0;Male;Non-Black, Non-Hispanic;19254.0;43.0;High school;No;25000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1980.0;17.0;0.0;0.0;16.0;0.0
323.0;19.0;Male;Non-Black, Non-Hispanic;65825.0;43.0;High school;No;0.0;Construction;2.0;Urban;Northeast;Married, together;1979.0;17.0;2.0;0.0;19.0;1.0
324.0;17.0;Male;Non-Black, Non-Hispanic;10373.0;30.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Never married;1987.0;5.0;2.0;4.0;25.0;1.0
331.0;17.0;Male;Hispanic;3428.0;38.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Never married;1989.0;3.0;1.0;5.0;27.0;1.0
342.0;16.0;Male;Non-Black, Non-Hispanic;95123.0;58.0;College;No;48000.0;Personal Services;2.0;Urban;Northeast;Never married;1985.0;13.0;0.0;0.0;22.0;0.0
346.0;17.0;Male;Non-Black, Non-Hispanic;43221.0;47.0;College;No;47000.0;Personal Services;2.0;Urban;West;Married, together;1981.0;17.0;0.0;0.0;19.0;0.0
348.0;21.0;Male;Non-Black, Non-Hispanic;36155.0;48.0;High school;No;0.0;Construction;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
349.0;20.0;Male;Non-Black, Non-Hispanic;35208.0;37.0;High school;No;0.0;Construction;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;0.0;20.0;0.0
351.0;19.0;Male;Non-Black, Non-Hispanic;19021.0;17.0;High school;No;35000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
353.0;19.0;Male;Non-Black, Non-Hispanic;53498.0;24.0;High school;No;17000.0;Manufacturing;2.0;Urban;Northeast;Never married;1979.0;17.0;0.0;1.0;19.0;0.0
355.0;14.0;Male;Non-Black, Non-Hispanic;55481.0;47.0;High school;No;50000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1982.0;14.0;1.0;1.0;17.0;1.0
356.0;16.0;Male;Non-Black, Non-Hispanic;41794.0;49.0;Less than high school;No;38000.0;Entertainment and Recreation Services;2.0;Urban;Northeast;Never married;1979.0;17.0;2.0;0.0;16.0;1.0
357.0;21.0;Male;Non-Black, Non-Hispanic;68746.0;45.0;College;No;28000.0;Business and Repair Services;2.0;Urban;Northeast;Never married;1983.0;15.0;0.0;0.0;25.0;0.0
361.0;21.0;Male;Non-Black, Non-Hispanic;72327.0;65.0;College;No;33000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1982.0;14.0;0.0;0.0;24.0;0.0
362.0;21.0;Male;Non-Black, Non-Hispanic;19625.0;39.0;High school;No;9900.0;Personal Services;2.0;Rural;Northeast;Never married;1984.0;9.0;0.0;5.0;26.0;0.0
364.0;19.0;Male;Non-Black, Non-Hispanic;87760.0;58.0;College;No;40000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
366.0;15.0;Male;Non-Black, Non-Hispanic;61884.0;47.0;College;No;101653.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;13.0;1.0;4.0;15.0;1.0
376.0;18.0;Male;Non-Black, Non-Hispanic;83170.0;33.0;College;No;29000.0;Wholesale and Retail Trade;4.0;Urban;Northeast;Married, together;1981.0;11.0;3.0;3.0;20.0;1.0
378.0;17.0;Male;Black;22233.0;14.0;Less than high school;No;15000.0;Personal Services;2.0;Urban;Northeast;Married, together;1979.0;13.0;4.0;2.0;17.0;1.0
380.0;22.0;Male;Black;10471.0;17.0;Less than high school;No;12000.0;Transportation, Communication, Public Utilities;3.0;Urban;Northeast;Never married;1982.0;11.0;2.0;3.0;25.0;1.0
381.0;21.0;Male;Black;49149.0;63.0;High school;No;35000.0;Manufacturing;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;21.0;0.0
384.0;16.0;Male;Black;40297.0;49.0;High school;No;45000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1982.0;13.0;0.0;0.0;19.0;0.0
387.0;15.0;Male;Black;5552.0;9.0;High school;No;7000.0;Transportation, Communication, Public Utilities;3.0;Urban;Northeast;Never married;1984.0;13.0;1.0;0.0;20.0;1.0
392.0;19.0;Male;Non-Black, Non-Hispanic;93142.0;55.0;High school;No;41000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
393.0;16.0;Male;Non-Black, Non-Hispanic;76768.0;47.0;High school;No;40000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;16.0;0.0
394.0;17.0;Male;Black;6294.0;13.0;Less than high school;No;0.0;Entertainment and Recreation Services;0.0;Urban;Northeast;Never married;1979.0;4.0;8.0;6.0;17.0;1.0
396.0;15.0;Male;Black;19013.0;36.0;High school;No;10000.0;Public Administration;2.0;Urban;Northeast;Other;1984.0;13.0;1.0;0.0;20.0;1.0
406.0;15.0;Male;Non-Black, Non-Hispanic;43726.0;37.0;College;No;24000.0;Manufacturing;2.0;Urban;Northeast;Never married;1980.0;16.0;2.0;0.0;16.0;1.0
408.0;18.0;Male;Non-Black, Non-Hispanic;85102.0;49.0;High school;No;42000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
409.0;21.0;Male;Non-Black, Non-Hispanic;90513.0;39.0;College;No;28000.0;Entertainment and Recreation Services;2.0;Urban;South;Married, together;1981.0;17.0;0.0;0.0;23.0;0.0
413.0;19.0;Male;Non-Black, Non-Hispanic;21730.0;49.0;Less than high school;No;25000.0;Construction;3.0;Rural;Northeast;Married, together;1980.0;16.0;0.0;0.0;20.0;0.0
422.0;20.0;Male;Non-Black, Non-Hispanic;99379.0;67.0;College;No;30000.0;Manufacturing;3.0;Urban;Northeast;Married, together;1979.0;17.0;0.0;2.0;20.0;0.0
424.0;21.0;Male;Non-Black, Non-Hispanic;89434.0;63.0;High school;No;43000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
426.0;21.0;Male;Hispanic;27838.0;70.0;High school;No;40000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;18.0;1.0;0.0;21.0;1.0
432.0;20.0;Male;Non-Black, Non-Hispanic;1513.0;20.0;High school;No;18000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;17.0;2.0;0.0;20.0;1.0
433.0;18.0;Male;Non-Black, Non-Hispanic;1622.0;22.0;High school;No;12000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;16.0;2.0;1.0;18.0;1.0
434.0;15.0;Male;Non-Black, Non-Hispanic;65734.0;51.0;High school;No;35000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Other;1982.0;16.0;0.0;0.0;18.0;0.0
440.0;17.0;Male;Non-Black, Non-Hispanic;48613.0;58.0;High school;No;37000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Married, together;1979.0;14.0;1.0;0.0;17.0;1.0
441.0;15.0;Male;Non-Black, Non-Hispanic;10989.0;11.0;High school;No;27000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Married, together;1980.0;17.0;0.0;0.0;16.0;0.0
445.0;14.0;Male;Non-Black, Non-Hispanic;93639.0;56.0;College;No;28000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1985.0;13.0;0.0;0.0;20.0;0.0
448.0;15.0;Male;Non-Black, Non-Hispanic;3016.0;11.0;High school;No;15000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1984.0;12.0;1.0;0.0;20.0;1.0
451.0;14.0;Male;Non-Black, Non-Hispanic;39692.0;27.0;High school;No;34500.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Married, together;1981.0;16.0;0.0;0.0;16.0;0.0
456.0;20.0;Male;Non-Black, Non-Hispanic;48986.0;49.0;College;No;27650.0;Entertainment and Recreation Services;2.0;Rural;Northeast;Never married;1982.0;15.0;1.0;0.0;23.0;1.0
457.0;19.0;Male;Non-Black, Non-Hispanic;78555.0;39.0;College;No;35000.0;Entertainment and Recreation Services;2.0;Urban;Northeast;Married, together;1983.0;15.0;0.0;0.0;23.0;0.0
464.0;19.0;Male;Non-Black, Non-Hispanic;79330.0;69.0;College;No;29500.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
468.0;20.0;Male;Non-Black, Non-Hispanic;90968.0;52.0;College;No;30000.0;Personal Services;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;1.0;20.0;0.0
477.0;15.0;Male;Non-Black, Non-Hispanic;32913.0;34.0;Less than high school;No;8000.0;Public Administration;3.0;Rural;North central;Never married;1990.0;5.0;3.0;0.0;26.0;1.0
480.0;21.0;Male;Non-Black, Non-Hispanic;51896.0;37.0;College;No;21000.0;Public Administration;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
482.0;19.0;Male;Non-Black, Non-Hispanic;77991.0;56.0;College;No;36000.0;Personal Services;3.0;Urban;North central;Married, together;1985.0;13.0;0.0;0.0;25.0;0.0
483.0;22.0;Male;Non-Black, Non-Hispanic;47109.0;56.0;High school;No;18000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;19.0;0.0;0.0;22.0;0.0
484.0;17.0;Male;Non-Black, Non-Hispanic;13303.0;36.0;High school;No;15000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1979.0;18.0;1.0;0.0;17.0;1.0
490.0;21.0;Male;Non-Black, Non-Hispanic;30006.0;48.0;College;No;17000.0;Manufacturing;1.0;Urban;North central;Married, together;1979.0;7.0;4.0;1.0;21.0;1.0
493.0;14.0;Male;Non-Black, Non-Hispanic;73292.0;51.0;High school;No;26000.0;Wholesale and Retail Trade;2.0;Urban;North central;Never married;1981.0;17.0;0.0;0.0;16.0;0.0
502.0;18.0;Male;Non-Black, Non-Hispanic;71792.0;51.0;High school;Yes;41000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
505.0;19.0;Male;Non-Black, Non-Hispanic;26498.0;51.0;High school;No;24600.0;Manufacturing;1.0;Urban;North central;Never married;1979.0;15.0;2.0;1.0;19.0;1.0
513.0;17.0;Male;Black;51831.0;48.0;College;No;45000.0;Professional and Related Services;2.0;Urban;North central;Married, together;1984.0;14.0;0.0;0.0;22.0;0.0
516.0;17.0;Male;Black;5250.0;10.0;Less than high school;No;0.0;Professional and Related Services;0.0;Urban;North central;Never married;1986.0;6.0;2.0;4.0;24.0;1.0
518.0;15.0;Male;Black;15956.0;30.0;High school;No;10000.0;Public Administration;2.0;Urban;North central;Never married;1992.0;3.0;0.0;3.0;28.0;0.0
520.0;20.0;Male;Black;26381.0;47.0;College;No;27500.0;Professional and Related Services;2.0;Urban;North central;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
521.0;18.0;Male;Black;37473.0;43.0;College;No;30000.0;Public Administration;2.0;Urban;North central;Never married;1982.0;16.0;0.0;0.0;21.0;0.0
523.0;15.0;Male;Black;23333.0;30.0;College;No;23500.0;Professional and Related Services;2.0;Urban;North central;Never married;1985.0;12.0;0.0;0.0;21.0;0.0
526.0;19.0;Male;Non-Black, Non-Hispanic;13105.0;42.0;High school;No;74283.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;17.0;0.0;0.0;19.0;0.0
534.0;15.0;Male;Non-Black, Non-Hispanic;982.0;20.0;Less than high school;No;19000.0;Entertainment and Recreation Services;3.0;Urban;North central;Married, together;1982.0;15.0;1.0;0.0;18.0;1.0
535.0;14.0;Male;Non-Black, Non-Hispanic;33208.0;34.0;Less than high school;No;0.0;Personal Services;1.0;Urban;North central;Never married;1984.0;8.0;1.0;4.0;19.0;1.0
537.0;15.0;Male;Non-Black, Non-Hispanic;1356.0;24.0;Less than high school;No;30000.0;Personal Services;3.0;Urban;North central;Never married;1987.0;10.0;0.0;0.0;23.0;0.0
538.0;20.0;Male;Non-Black, Non-Hispanic;15896.0;25.0;High school;No;9000.0;Wholesale and Retail Trade;3.0;Urban;North central;Married, together;1979.0;15.0;3.0;1.0;20.0;1.0
543.0;19.0;Male;Non-Black, Non-Hispanic;21108.0;48.0;High school;No;33000.0;Transportation, Communication, Public Utilities;2.0;Urban;North central;Never married;1979.0;19.0;0.0;0.0;19.0;0.0
